pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
2005931,2,9,1,1,1,1,1,1,11,10,0,1,9,0,25000,25000
1972334,2,9,1,1,1,2,2,1,9,4,0,1,9,7,25000,25000
6359974,2,9,1,1,1,2,2,1,11,4,1,1,9,8,25000,25000
4936915,2,9,1,1,1,2,2,1,10,4,0,1,9,0,25000,25000
7843632,2,9,1,1,1,2,2,1,11,4,0,1,9,9,12500,12500
6288580,2,9,1,1,1,2,2,13,8,5,0,1,9,11,25000,25000
5300765,2,9,1,1,1,2,2,1,10,4,0,1,9,9,10000,10000
7334215,2,9,1,1,1,2,2,12,9,3,0,1,9,7,25000,25000
3814104,0,9,2,2,2,1,1,1,8,8,2,1,3,2,51036,51036
4461407,2,9,1,1,1,2,2,1,6,9,0,1,9,11,27000,27000
6481791,2,9,1,1,1,2,2,1,12,10,0,1,9,7,25000,25000
2191883,2,9,1,1,1,2,2,1,14,8,0,1,9,10,25000,25000
2512177,2,9,1,1,1,1,1,12,8,9,0,1,9,10,50000,50000
3054442,2,9,1,1,1,2,2,12,9,5,0,1,9,11,25000,25000
2721610,1,9,1,1,1,2,2,1,1,10,1,1,9,10,50000,50000
4386817,2,9,1,1,1,2,2,1,2,15,0,1,9,8,27000,27000
8355988,0,9,2,2,2,1,1,0,2,3,2,1,3,12,50000,50000
4438718,0,9,2,2,2,1,1,1,1,5,1,1,3,3,25000,25000
1643030,2,9,1,1,1,2,2,1,2,8,1,1,9,7,50000,50000
7924833,2,9,2,1,1,2,2,1,9,2,0,1,9,11,25000,25000
1053709,2,9,1,1,1,2,2,1,1,15,0,1,9,8,25000,25000
9328734,2,9,1,1,1,2,2,1,3,7,0,1,9,20,25000,25000
4496585,0,9,1,2,2,1,1,5,20,10,3,1,1,6,102800,102800
3736939,2,9,1,1,1,2,2,1,4,3,1,1,9,10,25000,25000
9410900,0,9,1,2,2,1,1,0,0,0,0,1,3,0,75000,75000
8528014,2,9,1,1,1,2,2,1,10,6,0,1,9,0,50000,50000
4367701,2,9,1,1,1,1,1,1,12,10,0,1,9,8,25000,25000
7929159,2,9,1,1,1,2,2,13,10,3,0,1,9,10,25000,25000
4763440,2,9,1,1,1,2,2,10,5,5,0,1,9,10,25000,25000
2983992,2,9,1,1,1,2,2,1,7,4,0,1,9,10,25000,25000
2173243,2,9,1,1,1,1,1,1,5,5,0,1,9,6,25000,25000
4844567,2,9,1,1,1,2,2,1,5,5,0,1,9,0,25000,25000
1398445,2,9,1,1,1,2,2,11,2,2,0,1,9,11,25000,25000
4596225,0,9,1,2,2,1,1,6,8,4,2,1,3,11,100000,100000
2654374,1,9,1,1,1,2,2,1,5,4,0,1,9,5,10000,10000
9601410,2,9,1,2,2,1,1,2,47,2,5,1,9,6,0,0
8560687,2,9,1,1,1,2,2,1,2,9,0,1,9,6,25000,25000
8640128,2,9,1,1,1,1,1,1,1,3,1,1,9,8,50000,50000
8062968,2,9,1,1,1,2,2,1,11,3,0,1,9,7,25000,25000
3861390,2,9,1,1,1,2,2,1,2,6,0,1,9,6,25000,25000
4796069,2,9,1,1,1,2,2,1,12,5,0,1,9,8,10000,10000
8679868,2,9,1,1,1,2,2,1,1,10,0,1,9,10,10000,10000
3178271,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
8792608,2,9,2,1,1,2,2,1,15,12,1,2,9,0,0,0
9053615,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2266618,0,9,1,2,2,1,1,1,10,1,2,1,2,8,75000,75000
3475937,2,9,1,1,1,2,2,1,3,8,0,1,9,0,25000,25000
1842156,2,9,1,1,1,2,2,1,1,13,0,1,9,7,25000,25000
1583443,2,9,1,1,1,2,2,1,3,10,0,1,9,6,12500,12500
1898796,2,9,1,1,1,2,2,1,1,9,0,1,9,8,25000,25000
4771705,0,9,1,2,2,1,1,0,5,20,2,1,3,24,0,0
2442590,0,9,1,2,2,1,1,0,14,4,4,1,3,6,50000,50000
7299731,2,9,1,1,1,2,2,1,17,8,0,1,9,12,25000,25000
1891148,2,9,1,1,1,2,2,1,10,3,0,1,9,12,10000,10000
7904213,2,9,1,1,1,2,2,1,17,4,0,1,9,10,25000,25000
7345672,2,9,1,1,1,2,2,1,10,5,0,1,9,10,25000,25000
8816428,2,9,1,1,1,2,2,1,1,9,0,1,9,9,10000,10000
4477922,2,9,1,1,1,2,2,1,12,14,0,1,9,6,12500,12500
1519527,2,9,1,1,1,2,2,1,1,9,0,1,9,7,25000,25000
8058521,2,9,1,1,1,2,2,1,12,13,0,1,9,6,5000,5000
3377502,2,9,2,1,1,1,1,1,12,13,1,1,9,0,50000,50000
7803805,2,9,1,1,1,2,2,1,13,21,1,1,9,8,50000,50000
5572268,0,9,1,2,2,1,1,0,15,0,3,1,3,0,75000,75000
7390852,2,9,1,1,1,2,2,1,12,5,1,1,9,10,25000,25000
9034709,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6570995,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6922871,0,9,1,2,2,1,1,1,0,15,1,1,3,8,75000,75000
4070026,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8941654,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5934015,2,9,1,1,1,2,2,1,10,3,0,1,9,7,25000,25000
8967864,2,9,1,1,1,2,2,1,10,9,0,1,9,7,50000,50000
3135829,2,9,1,1,1,2,2,17,14,3,0,1,9,10,12500,12500
8336475,2,9,1,1,1,2,2,10,5,5,0,1,9,10,12500,12500
3690022,2,9,1,1,1,2,2,19,11,7,1,1,9,8,25000,25000
9777162,2,9,1,1,1,2,2,1,7,5,0,1,9,3,25000,25000
4827343,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1210344,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4787219,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4043215,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4128584,2,9,1,1,1,2,2,1,10,10,0,1,9,4,50000,50000
8608230,2,9,1,1,1,1,1,1,2,10,2,1,9,5,76280,76280
4877273,2,9,1,1,1,2,2,1,12,12,1,1,9,7,50000,50000
4343154,2,9,1,1,1,2,2,1,20,10,2,1,9,11,50000,50000
9766723,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5004271,2,9,1,1,1,2,2,1,13,12,0,1,9,7,50000,50000
2640000,2,9,1,1,1,2,2,1,11,5,0,1,9,11,25000,25000
8632251,2,9,2,1,1,2,2,0,0,0,0,1,9,0,5000,5000
8039321,2,9,1,1,1,1,1,1,20,9,3,1,9,11,73004,73004
6768409,2,9,1,1,1,2,2,1,14,8,0,1,9,8,25000,25000
2844114,2,9,1,1,1,2,2,1,10,3,1,2,9,0,0,0
3441170,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2882211,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1663133,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8056701,0,9,1,2,2,1,1,1,29,15,3,1,1,9,50000,50000
5125689,2,9,1,1,1,2,2,1,8,4,0,1,9,8,25000,25000
6612489,2,9,1,1,1,1,1,14,10,6,0,1,9,11,50000,50000
7556556,1,9,1,1,1,2,2,1,7,9,0,1,9,5,52250,52250
3922190,2,9,2,1,1,1,1,0,0,10,5,1,3,1,100000,100000
5348252,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8852274,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4241420,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6596075,1,9,1,1,1,2,2,2,25,3,1,1,9,4,25000,25000
5596808,2,9,1,1,1,2,2,1,7,4,0,1,9,8,10000,10000
6487005,2,9,1,1,1,2,2,15,10,5,1,1,9,11,25000,25000
8987691,1,9,1,1,1,1,1,1,8,5,1,1,9,11,50000,50000
5173855,0,9,1,2,2,1,1,8,1,5,2,1,3,5,76564,76564
2309679,2,9,1,1,1,1,1,1,13,7,0,1,9,6,65000,65000
7068040,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
1949883,2,9,1,1,1,2,2,0,0,11,0,1,9,9,25000,25000
5405606,2,9,1,1,1,2,2,0,0,9,0,1,9,9,25000,25000
6601645,2,9,1,1,1,1,1,0,0,6,2,1,9,10,50000,50000
8957764,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8953796,0,9,1,2,2,1,1,0,0,0,0,1,3,0,75000,75000
4952959,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8959460,2,9,1,1,1,2,2,0,0,9,0,1,9,0,25000,25000
3091956,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4391984,0,9,1,2,2,1,2,0,0,17,3,1,3,7,26000,26000
5132331,2,9,1,1,1,2,2,0,0,9,0,1,9,9,25000,25000
9706514,2,9,1,1,1,2,2,0,0,20,0,1,9,7,10000,10000
1823905,2,9,1,1,1,2,2,1,11,0,0,1,9,0,27000,27000
2656961,2,9,1,1,1,2,2,0,5,22,0,1,9,10,50000,50000
2060981,2,9,1,1,1,2,2,1,0,14,0,1,9,0,25000,25000
5257727,0,9,1,2,2,2,2,3,3,15,0,1,3,15,75000,75000
4419053,2,9,2,1,1,2,2,14,11,3,0,1,9,8,37500,37500
4688848,2,9,2,1,1,2,2,24,12,12,0,1,9,12,15106,15106
2032993,0,9,1,2,2,2,2,0,0,10,3,1,3,17,75000,0
6965806,2,9,1,1,1,2,2,1,0,10,0,1,9,9,25000,25000
4240170,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7109717,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4759360,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
9579033,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
6159953,2,9,1,1,1,1,1,0,0,25,0,1,9,8,50000,50000
8196565,2,9,1,1,1,2,2,0,0,20,0,1,9,8,25000,25000
8182259,2,9,1,1,1,2,2,1,16,0,0,1,9,6,25000,25000
1617068,0,9,2,2,2,2,2,0,0,2,2,1,3,5,82500,82500
8327361,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2053129,2,9,1,1,1,1,1,11,2,4,2,1,9,8,50000,50000
1815983,2,9,1,1,1,1,1,0,0,12,0,1,9,8,25000,25000
2569256,2,9,1,1,1,2,2,13,0,13,0,1,9,13,10000,10000
2171856,2,9,1,1,1,2,2,0,0,15,0,1,9,12,11200,11200
8493763,2,9,1,1,1,2,2,0,0,25,0,1,9,6,25000,25000
4009115,2,9,2,1,1,2,2,23,21,2,0,1,9,13,40000,40000
6392250,2,9,1,1,1,2,2,0,0,12,0,1,9,12,10000,10000
2019454,2,9,1,1,1,2,2,0,0,13,0,1,9,9,10000,10000
7847631,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1953475,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8176130,0,9,1,2,2,1,1,0,0,12,5,1,1,8,275000,275000
7979246,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3765236,2,9,1,1,1,2,2,0,0,11,1,1,9,6,10000,10000
5068000,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
5055308,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
7105268,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
9016422,2,9,1,1,1,2,2,1,16,5,1,1,9,2,26003,26003
1723670,1,9,1,1,1,1,1,1,10,10,1,1,9,10,60013,51013
7868704,2,9,1,1,1,2,2,1,9,4,0,1,9,0,25638,25638
2995928,0,9,2,2,2,1,1,1,10,0,0,1,3,0,0,0
5400753,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6237880,0,9,2,2,2,1,1,1,1,10,2,1,3,10,12500,12500
2464997,2,9,1,1,1,2,2,0,0,20,0,1,9,7,10000,10000
9412392,2,9,1,1,1,2,2,2,0,16,1,1,9,8,32450,32450
4709662,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
5202296,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3886514,2,9,1,1,1,2,2,0,0,3,1,1,9,7,28000,28000
4937860,2,9,1,1,1,2,2,1,0,6,0,1,9,10,0,0
8314409,0,9,2,2,2,1,1,0,0,0,0,1,3,8,100000,100000
4894283,0,9,1,2,2,1,1,0,0,0,0,1,3,5,100000,100000
2366370,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4683364,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1722713,0,9,2,2,2,1,1,0,0,6,2,1,3,10,75000,75000
5987917,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6929940,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2740025,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9049716,2,9,1,1,1,1,1,1,1,25,3,1,9,10,77000,77000
2082938,2,9,1,1,1,2,2,0,0,7,0,1,9,11,10000,10000
5197476,2,9,1,1,1,2,2,0,0,10,1,1,9,10,10000,10000
9397076,2,9,1,1,1,2,2,1,5,2,0,1,9,8,12500,12500
5242840,2,9,1,1,1,2,2,1,11,11,1,1,9,9,25000,25000
4200142,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4866940,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9153876,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4626690,2,9,1,1,1,1,1,0,12,3,3,1,9,7,52000,52000
9557485,2,9,1,1,1,2,2,0,0,12,0,1,9,8,10000,10000
3242576,2,9,1,1,1,2,2,0,0,20,0,1,9,7,25000,25000
2050116,2,9,2,1,1,1,1,0,0,18,0,1,9,11,25000,25000
1014109,2,9,1,1,1,2,2,0,0,10,0,1,9,7,12500,12500
3142391,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2360811,0,9,1,2,2,1,1,1,12,2,0,1,3,0,65000,65000
7340402,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
2649191,2,9,2,1,1,1,1,0,2,4,2,1,9,5,50000,50000
9729900,2,9,1,1,1,2,2,0,0,7,0,1,9,7,10000,10000
1483326,2,9,1,1,1,2,2,0,0,10,0,1,9,7,10000,10000
7601417,2,9,1,1,1,2,2,0,0,9,0,1,9,7,10000,10000
9062064,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5889061,2,9,1,1,1,2,2,0,0,7,0,1,9,7,10000,10000
6335331,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1550445,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1694643,2,9,1,1,1,2,2,0,0,0,0,1,9,7,25000,25000
1156398,2,9,1,1,1,2,2,0,0,7,1,1,9,10,50000,50000
6311281,2,9,1,1,1,2,2,0,0,10,0,2,9,0,25000,25000
1523286,0,9,1,2,2,1,1,0,8,0,2,1,3,8,75000,75000
5715751,2,9,1,1,1,2,2,1,0,12,0,1,9,9,12750,12750
4463194,2,9,1,1,1,2,2,0,0,4,0,1,9,7,10000,10000
2451574,2,9,1,1,1,2,2,0,0,0,0,1,9,0,10000,10000
8806826,2,9,1,1,1,2,2,0,0,10,0,1,9,0,0,0
6285022,2,9,2,1,1,2,2,1,0,12,0,1,9,7,10000,0
9130558,2,9,1,1,1,2,2,0,0,18,0,1,9,7,12500,12500
7295865,2,9,1,1,1,2,2,0,0,11,0,1,9,8,12500,12500
7967202,2,9,1,1,1,2,2,1,6,5,0,1,9,0,0,0
7738593,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
1046309,1,9,1,1,1,1,1,0,0,10,0,1,9,8,50000,50000
6340414,2,9,1,1,1,1,1,2,0,15,2,1,9,2,99500,99500
2209430,2,9,1,1,1,2,2,0,0,22,0,1,9,6,55000,55000
6052110,2,9,1,1,1,1,1,1,10,3,0,1,9,0,0,0
3704167,2,9,2,1,1,1,1,7,0,7,0,1,9,9,0,0
2704855,2,9,1,1,1,1,1,1,17,3,0,2,9,0,0,0
1130133,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9398711,0,9,2,2,2,1,2,1,4,5,3,2,1,4,0,0
5552097,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
7694500,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8893033,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1313997,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7084278,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1075354,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7396629,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3441716,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4587395,0,9,1,2,2,1,1,0,0,0,0,1,3,0,0,0
6239109,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7255394,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2263947,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8790670,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9444326,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1789356,2,9,1,1,1,2,2,1,0,11,2,1,9,7,25000,25000
7380367,2,9,1,1,1,2,2,0,0,0,0,1,9,7,10000,10000
2433698,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7000618,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2682827,1,9,1,1,1,2,2,0,0,0,0,1,9,0,50000,50000
7869277,0,9,1,2,2,1,1,0,0,0,3,1,3,8,50000,50000
1166261,2,9,1,1,1,2,2,1,14,5,0,1,9,1,25412,25412
8050398,2,9,1,1,1,2,2,1,1,12,0,1,9,18,10000,10000
5418718,0,9,1,2,2,1,1,0,0,0,2,1,3,8,75000,75000
4945607,2,9,2,1,1,1,1,0,17,12,2,1,9,11,0,0
9051678,2,9,1,1,1,2,2,1,10,10,0,1,9,0,0,0
8730488,2,9,1,1,1,2,2,0,0,6,0,1,9,9,10000,10000
4485233,2,9,1,1,1,2,2,0,0,3,0,1,9,6,12250,12250
9700260,1,9,1,1,1,2,2,0,7,2,0,1,9,6,10000,10000
1736066,2,9,1,1,1,2,2,4,8,4,0,1,9,8,25000,25000
5391610,2,9,1,1,1,1,1,0,0,0,0,1,9,5,50000,0
1120193,1,9,1,1,1,2,2,10,2,5,1,1,9,5,11500,11500
6585565,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
3898159,2,9,1,1,1,2,2,0,5,1,0,1,9,6,25000,25000
5065260,0,9,1,2,2,2,2,0,0,0,0,1,1,10,0,0
2282186,2,9,1,1,1,2,2,0,5,4,1,1,9,10,10460,10460
2307625,2,9,1,1,1,2,2,0,10,3,0,1,9,0,39500,39500
6262126,2,9,1,1,1,1,1,1,10,3,2,1,9,6,50000,50000
1874751,2,9,1,1,1,2,2,1,10,18,0,1,9,10,10000,10000
6230821,2,9,1,1,1,2,2,1,10,10,0,1,9,7,25000,25000
6065962,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8455244,2,9,2,1,1,1,1,0,11,5,0,1,9,6,27000,27000
7238890,2,9,1,1,1,2,2,1,10,33,4,1,9,6,50000,50000
3702934,0,9,2,2,2,1,1,0,0,0,0,1,3,0,0,0
1829872,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8896101,2,9,1,1,1,2,2,0,12,1,0,1,9,6,25000,25000
8463281,2,9,1,1,1,2,2,1,2,14,2,1,9,7,502000,52000
5845974,2,9,1,1,1,2,2,12,8,7,2,1,9,11,64500,64500
1360981,0,9,1,2,2,1,1,0,8,0,0,1,3,3,50000,50000
5207313,2,9,1,1,1,2,2,1,37,2,0,1,9,8,75000,75000
1476252,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9030486,0,9,1,2,2,1,1,0,55,1,6,1,3,0,100000,100000
9598946,2,9,1,1,1,2,2,0,8,9,1,1,9,9,25000,25000
8800910,2,9,1,1,1,2,2,1,7,3,1,1,9,8,25000,25000
3441161,2,9,1,1,1,2,2,1,8,4,0,1,9,9,25000,25000
9107077,2,9,1,1,1,2,2,1,10,8,4,1,9,11,50000,50000
2083509,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9501795,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1330996,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7202817,0,9,1,2,2,1,1,0,10,0,3,1,3,9,52500,52500
5962431,2,9,1,1,1,2,2,0,15,9,0,1,9,6,25000,25000
5633793,2,9,1,1,1,2,2,10,9,7,0,1,9,8,25000,25000
9368940,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7704767,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9293944,0,9,1,2,2,1,1,0,20,5,2,1,3,7,75000,75000
4634410,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7686602,2,9,1,1,1,1,1,0,4,8,0,1,9,10,50000,50000
6457981,2,9,1,1,1,2,2,0,13,4,0,1,9,8,25000,25000
7357970,2,9,1,1,1,2,2,1,1,7,0,1,9,9,25000,25000
8497084,2,9,1,1,1,2,2,0,15,10,0,1,9,9,25000,25000
5880362,2,9,1,1,1,2,2,25,15,10,0,1,9,9,50000,50000
2670757,2,9,1,1,1,2,2,0,15,8,0,1,9,7,10000,10000
2061422,0,9,1,2,2,1,1,0,0,0,0,1,3,0,0,0
2311078,2,9,1,1,1,2,2,0,2,19,0,1,9,13,25000,25000
1474377,2,9,1,1,1,2,2,1,12,7,1,1,9,7,25000,25000
2042048,2,9,2,1,1,2,2,1,7,3,0,2,9,0,0,0
9802316,2,9,1,1,1,2,2,1,0,16,0,2,9,0,0,0
2725476,0,9,2,2,2,1,1,0,0,0,0,1,3,0,0,0
5507706,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6243024,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3069194,2,9,1,1,1,2,2,0,10,24,0,1,9,0,25000,25000
9189714,1,9,1,1,1,2,2,0,12,6,1,1,9,15,25000,25000
5747281,2,9,2,1,1,1,1,0,13,18,0,1,9,15,50000,50000
4188512,2,9,2,1,1,2,2,0,12,5,0,1,9,13,25000,25000
6736427,2,9,1,1,1,2,2,0,5,7,0,1,9,0,75000,75000
2396656,2,9,1,1,1,2,2,0,5,7,0,1,9,0,25000,25000
6547561,2,9,1,1,1,1,1,0,5,8,0,1,9,5,50000,50000
5120511,0,9,2,2,2,1,1,1,10,18,1,1,3,12,43500,43500
8545324,2,9,1,1,1,2,2,0,11,6,1,1,9,2,25000,25000
9749345,2,9,1,1,1,1,1,3,1,9,3,1,9,6,50000,5000
6355032,2,9,1,1,1,2,2,1,16,3,0,1,9,7,25000,25000
2113619,2,9,1,1,1,2,2,0,0,3,0,1,9,6,50889,50889
6726987,2,9,1,1,1,2,2,1,1,6,0,1,9,9,50000,50000
9726778,2,9,1,1,1,2,2,0,13,1,1,1,9,12,50000,50000
6623954,2,9,1,1,1,2,2,0,8,3,0,1,9,0,25000,25000
5860687,2,9,1,1,1,2,2,1,8,8,1,1,9,0,50000,50000
7800420,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6285801,0,9,1,2,2,1,1,1,18,19,2,1,3,12,75000,75000
4576966,2,9,1,1,1,2,2,1,2,10,1,1,9,0,50000,50000
8868133,2,9,1,1,1,2,2,1,6,4,1,1,9,0,25000,25000
1314515,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3101038,0,9,2,2,2,1,1,0,20,20,3,1,3,11,75000,75000
1112744,2,9,1,1,1,2,2,1,9,4,2,1,9,9,10000,10000
1876544,2,9,1,1,1,2,2,0,7,5,2,1,9,9,50000,50000
5258675,0,9,1,2,2,1,1,1,5,1,4,1,3,3,51280,51280
5442409,2,9,1,1,1,2,2,0,12,10,4,1,9,0,50000,50000
8570823,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3498218,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3862420,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3120151,2,9,2,1,1,2,2,1,10,4,0,1,9,10,25000,25000
6694871,2,9,1,1,1,2,2,1,9,5,0,1,9,0,25000,25000
1899118,2,9,1,1,1,2,2,1,8,4,0,1,9,6,25000,25000
3578949,2,9,1,1,1,2,2,0,8,4,0,1,9,9,10000,10000
1790288,2,9,1,1,1,2,2,0,11,2,1,1,9,6,10000,10000
2239911,2,9,2,1,1,2,2,0,17,1,0,1,9,8,25000,25000
7492674,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4903056,2,9,1,1,1,2,2,1,10,24,2,1,9,10,50000,50000
9545677,2,9,1,1,1,2,2,0,0,0,0,1,9,0,10000,10000
8264301,2,9,1,1,1,2,2,0,0,0,0,1,9,0,10000,10000
4916224,2,9,1,1,1,2,2,1,3,4,0,1,9,7,25000,25000
9425775,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
6375318,0,9,1,2,2,1,2,0,5,9,3,1,3,3,142500,142500
1265655,0,9,1,2,2,1,1,3,19,1,0,1,3,7,75000,75000
6278307,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7089834,2,9,1,1,1,2,2,1,14,21,3,1,9,8,50000,50000
8825177,2,9,1,1,1,2,2,1,11,4,0,1,9,8,10000,10000
6610648,0,9,2,2,2,1,1,0,10,8,3,1,3,10,75000,75000
8864413,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8285546,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7063537,2,9,1,1,1,1,1,0,12,1,0,1,9,1,75000,75000
8003078,2,9,1,1,1,2,2,7,1,5,1,1,9,0,25000,25000
5445585,2,9,1,1,1,2,2,1,2,9,1,1,9,6,25000,25000
2730645,2,9,1,1,1,2,2,5,1,8,1,1,9,5,25000,25000
3991572,2,9,1,1,1,2,2,12,1,7,5,1,9,4,50000,50000
8855782,0,9,1,2,2,1,1,0,0,0,0,1,3,0,500000,50000
8494190,2,9,1,1,1,2,2,12,2,10,1,1,9,6,25000,25000
6137236,2,9,1,1,1,2,2,18,15,18,0,1,9,7,25000,25000
1126501,2,9,1,1,1,2,2,1,16,2,0,1,9,0,25000,25000
1233019,2,9,1,1,1,1,1,36,19,3,0,1,9,11,50000,50000
1666044,2,9,1,1,1,1,1,0,12,15,6,1,9,4,25000,25000
8461426,2,9,1,1,1,2,2,1,12,2,1,1,9,11,50000,50000
7658264,2,9,2,1,1,1,1,0,0,7,2,1,9,7,75000,75000
6847189,2,9,1,1,1,2,2,1,2,15,0,1,9,8,75000,75000
4822917,2,9,1,1,1,1,1,0,17,7,1,1,9,7,50000,50000
2250615,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2845223,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5188788,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2683482,0,9,1,2,2,1,1,0,0,0,0,1,3,10,75000,75000
8189230,2,9,1,1,1,2,2,0,23,6,0,1,9,11,75000,75000
1067011,2,9,1,1,1,2,2,1,2,10,0,1,9,0,27000,27000
4561593,2,9,1,1,1,2,2,0,5,5,1,1,9,8,25000,25000
6829068,2,9,1,1,1,1,1,1,7,7,1,1,9,10,50000,50000
1916320,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9972528,0,9,1,2,2,1,1,1,10,12,6,1,3,6,75000,75000
